task_id,success,vul_exit_code,fix_exit_code,final_poc_sha256
arvo:15178,True,1,0,3b6d6c6d4bfd4c5a9f22a320e337ba8357c4a3ef41fbd06e32b336db0809f752
arvo:15221,True,1,0,e27fd94485086afa5588d59b99e0f0878c77ce357d51476d41bf0138b7ff2b8f
arvo:15278,True,1,0,9dbe5d1081bbbcc24ff8a3852ae2d054f8ffb76b7187429978cb4c4cbbf3a360
arvo:1538,True,1,0,503b3a7e88d9833b3803748c54b093889476025c7603c48239abde67f165c66c
arvo:15431,True,1,0,ea2118e793aa07a6dfef916f96831cc7ce03259ee57433bb9722049c333ab499
arvo:1570,True,1,0,8bcc6e4e06d2968cc007a00c2e0fd01f54f909a4f16072d9e70da9350a23afd7
arvo:15707,True,1,0,57bcfd78e28e670a63ca0111dc2e8d82f88238682e908ca21a02532724757f40
arvo:1571,True,1,0,7a7d7d7603f3cf752021125fda7f511ae44e864ff8d0bc20167bb804c2d0be46
arvo:1580,True,1,0,08f193101baf2a324b919d4a64072ff2849c6a590f9dc9824b9fe48614dbc65a
arvo:15971,True,1,0,704a878a510347dbc9c3a62b5e46c7b5f75e131ed806e533dd2bbede40d09cee
arvo:1621,True,1,0,946ccc51a0f78323f9a76f3124d8957939db783cd2220edcdebbb860055466eb
arvo:1639,True,1,0,47858544548d0aba2f8f437a42fc67b3715ef79990cdec91b491413505d64213
arvo:16442,True,1,0,73103ba256cd01c6ac635e01234888704d65e2ec5056b51cbb7e8c16fb3ad870
arvo:16445,True,1,0,abfd934b46d5473d3f367645d26bb06e46cea8e8d3ed8235b8d40665c2ba768b
arvo:16448,True,1,0,5dbab451e96cadbc88f36394fb536ebd987f3a9b489580916e2f6e479b80b844
arvo:16457,True,77,0,ef86d257df76f937d036fffe4bce0deb309f9df6aec6d227bbee08f66423bea5
arvo:16541,True,139,0,1d5b26b108441d93c642dab0ece60cd1baa19278ba5e0f569f33e872ce60b519
arvo:16634,True,1,0,f9cbc025cfc640b5c0aefc7de305bcddb06fc0d0e60fd6e4fe53a38aca3c4e95
arvo:16737,True,77,0,7bf80aef91ad6358e287fe90436afe026afc7cb1fe5c38bd96c71a17572a5d1d
arvo:16820,True,1,0,d23d3c700ee11fac0d3ad8ba2b7720b67be9a7d83224ddd10b2ac451262dbfb8
arvo:16969,True,1,0,c2939e6c428e6444a21f7cc7f0f6dab02057a6ff43d1b3141aca44ae7f4fb866
arvo:16972,True,1,0,003f59cf205bd976c81962844a1f915043f493c1e7925f8988d3ddda286a9b19
arvo:1699,True,1,0,5e86e696691f8f6f720ceb76d2a01bbf7b29994675a9834a96f8b631e40c2d06
arvo:17006,True,77,0,055cd50beed352a41b86557ecb784b13165f4f55901e5caecdf4570c2714e68e
arvo:17069,True,1,0,f29a829f01cba165f982d7239d24ea96812f18e497ebf6600505cb9c5190c08c
arvo:17072,False,0,77,
arvo:17094,True,77,0,f182791e13bf2a77582539f91b43fcab55908c0454daca6b1e7cafe207424760
arvo:17171,True,1,0,805ca60829bd3fc6daabdd764cf647f9ce3c04678518de110c2d3ca8fd267a3a
arvo:17305,True,1,0,0211e13132296044a601a77603fba6efbc0a475173f4afd355e9818d6ae134ce
arvo:17597,True,1,0,b5cad560872de93d3d7f4a765ede0d5789dd513faeb5487fc22faf948afd21ec
arvo:17607,True,77,0,d1b4b867e1c2b1042429b60ea6094880773b2987d8ebff37e9daab6b67abf5cf
arvo:17715,True,1,0,9cf05ed3ebdeb3e8e0c44da69a4e2315df70c856f38cc83e6ade151226bb077b
arvo:17737,True,1,0,bb2bb7c8edf9648696819cada8a9fcbf86b33fae32e5e217f70613718665e550
arvo:17778,True,1,0,863a74ed1509f0f654160cd91542f16252e715eed358a41f3c09bbf16ed464dd
arvo:17855,True,77,0,4df3350910950412f4c4fe3dd57879e65868d7611f88028675109a33c406d587
arvo:17986,True,1,0,5cfb54b73c1c8dbb0212370be0be14cf7fb7a3c21906c6f0a7116b01fcfec436
arvo:18070,False,0,None,
arvo:18140,True,1,0,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119
arvo:18152,True,1,0,b99e3c0822d42035fcaca5a38b83a95bfa60e20044dd978976c16caddc340ffe
arvo:18153,True,1,0,f98f017b598d8573b60e2b4b3ce463df9d35427f753d8fb24fdfd1d94f92e2a3
arvo:18196,True,1,0,e079233a1c8de9c8c607cd8eb7b18ae5331d57c8942e6772c3bc9852ef33c485
arvo:18224,True,1,0,54a441c60fe34bd442b716517ac8fb59293cfc6f95aedcd3bb9145fcb100c503
arvo:18225,True,1,0,df20d4b98ef29d332849ef18103f9ffa76e9895a0fe66de2f8863569e2531bac
arvo:18228,True,1,0,93375ba52391a081eec909a54c33ea0af55208a86ba730a6909e0aeb9f0cb9d0
arvo:18315,True,1,0,e0fe597d3691b470bd67b552911364f6dab728cac88231cfcae97670d3ff5ed6
arvo:1832,True,1,0,934187bd80c1d09af1e5354ba283b719ce1566054b18355bf3312201082e5e89
arvo:18321,True,1,0,114fa3035c829e3f31819bf135e916eab43c8c9d57ab5b232554456d59be35e5
arvo:18356,True,1,0,2a7a902fe3570a177e66a50eeceed624e7b228761bf926e021d42a86396dc3f9
arvo:18449,True,77,0,8538a10855dbbe2177d96e8510dc0455394c85362cafb51e9a71048bef9a3b5e
arvo:18482,True,1,0,64cac5be09307d4e97926af73e767de38d2c15d1bce49b92005fa839fb5d5ac8
arvo:18540,True,1,0,28338c119fe6e949f6bb23759a9850f5307ce3c80c5f64d4fe89cea395188c10
arvo:1856,True,1,0,f9a5585e064e7c3ac1540a5ef7715bb5ce8a74c9ccd34a62cb4275d626f77bc9
arvo:18562,True,1,0,158e37e21e75d48d59f4751423ece46268e19b5bfca593b815b34c65560bb512
arvo:18615,True,1,0,2237c2de5ca8c47887462c90c5058fbb3f3625d222cccf147fd9f5c11faf967c
arvo:18687,True,1,0,d313998273b36fa744dec5e985fcd54a688669045ca1f982caf68a3a61f67c85
arvo:18756,True,77,0,3570d7aaabb600427eccaa369960e7aaa2ba2ebfeb3d146d8c5925fc326aea0a
arvo:18798,True,1,0,bd47f1d2845f263cde2e5c3dbb41ecd5c43bf971950eea096f0236c95b366d92
arvo:18816,True,1,0,fff8a4cdc4bcdcc35b85ca8b7fe6c13a10388454a4113584b11684b48105b775
arvo:18868,True,1,0,bfa37ef61abe2d172696a09e2f10ea9ba8d6c3a2f8ea94ecfce5a86cb6d32269
arvo:18877,True,77,0,c00d958e80c46543ca6aade3e9a97630a8ea0502f58b39b62adf0d51beff6e06
arvo:18882,True,1,0,14c47fb70fb66eaba927928e09d85ebc233f89bee7d058f7addc824546030a08
arvo:18952,True,1,0,4f4f9487010f1b49be998027bd77c030bf5a31f711bbc23e224bf3e16263cc4b
arvo:18979,True,1,0,89cf2f12fabaac1556043a326db740ef269012aa716b4afd23103a048f3a3e07
arvo:18988,True,1,0,425f89f55eb6d4802b45ff0f1fbdc081b4da99dd267215c492d9a7ee046a152a
arvo:18991,True,77,0,9f7526b6f0b9f434212f2ae72b558689a926c6c57c942624dd6dcbbfdecacc09
arvo:19013,True,1,0,4f4f9487010f1b49be998027bd77c030bf5a31f711bbc23e224bf3e16263cc4b
arvo:19039,False,0,None,
arvo:19070,True,1,0,9bd5aeb37fff69ebf45e7e83a04306b14151cead38648cebcef0f3c1ff951c6b
arvo:19100,True,1,0,76f12facecd1ee289b025980224e2d98619d1c8bac784c2856ba126d4e1623ed
arvo:19208,True,1,0,a5ac940501963f114d6dd02a468ffe24f2becb5b04acde100957704b04ee3584
arvo:19222,True,1,0,60a9764816ac35f52f992dc6581344f76cbb5e9c95d45a226f08609c0ee91dfc
arvo:19251,True,1,0,fc92983207f565035ccb963392a38dcfa0ee102eb49e42d0e7727826a62e3974
arvo:1931,True,1,0,f6f0d3855a317e701d27efffe09b0fcc54bee04967c9f4c86c43530304d5b750
arvo:19332,True,1,0,c5d81f4a9d20365a4aeb85e0eaecc1a365bf6651313bfb0bb6cc910f4ea0dc6d
arvo:19385,True,1,0,40baa23285b97c0bbf798723d05e810bd3d7dd389c33c37af95045c0e22325c0
arvo:19405,True,1,0,5ee86f8f693febb31c118b57e0fb919829bf7406cc38128fc0887900d8bf32f8
arvo:19414,True,139,0,2a993230de6e11da00e4ab0d9f93cd977f9b29dcdfb4146ce6596ca9124b042e
arvo:19426,True,1,0,e8b8e98a01451b1437107582c0f382d73281c47755e5e282a942c8c7ad34b038
arvo:19463,True,1,0,53a70f366ef4220706ffb84ccb5cff98b8695bd32a698275c7d8a2be2cc8cdf2
arvo:19497,True,77,0,4d293e6debe9388537f21d0eb7b024013ef5ed0605537cd8cb3b768ea4999463
arvo:19498,True,1,0,3519f8cfbc96f3cd8dbc2bd95fa79ef55e50c575855cbea623da19dbfced5d07
arvo:19509,True,1,0,5f897b4c2ba8fcf5854c80e6787e20ea8e45120aa5e66f2d3385308c4321af95
arvo:19548,True,1,0,8d6b8c1b29c1936f939e380218bfec89c201b2f7f579546d6a65c86bcfd9b194
arvo:19573,True,1,0,1774b2c20f90f48d98d0d6cdaf3967f61e4e60c12b0afd0ce841983188cd386d
arvo:19702,True,1,0,72e1d90965891e6ed357f4e5172eb7898227266564ae1c2807088fbe67b892cf
arvo:1975,True,1,0,4f9505951c214fa458e1447531bd1d42e67b40423398c601d8a950dcf83937c1
arvo:19757,True,1,0,978e8fe03cd01a078dddd0116ffff35887efb068e9f997b4a8871036479c209e
arvo:1976,True,77,0,b4aef3e1c41b62b6fd3942e4c704877bbaedbec4599c22fdc54686203469002d
arvo:19822,True,1,0,7f73a32226e9a31e7659f8683625d26afd9c4d93c86efdf6f77c067032ad5268
arvo:19902,True,1,0,ff4061e2100bb8f22ff8564a2b317ca18c208ef98ddabe173baf66092827bca3
arvo:19910,True,1,0,47903b2d69751b04a10a600cedb9f0133d551bf4e92748cafd30b9d68eb037aa
arvo:19956,True,1,0,193e2ccca6311e0f760aa760e72e3b2c591031619c288c13061f84f648b84a45
arvo:19999,True,1,0,6ef157a10ea35316c070bffa6213a9f7459f9b161be97027301163ac90a2d92d
arvo:20050,True,1,0,894c8ebc2966cab268a0bf86c76274886f7285bbabeaecaa00b312b58874e2b3
arvo:20060,True,77,0,b1a0df4fc61bc622a8ce69bdc4856332e638cc0ef02b10bcb270cbd262fc8ff8
arvo:20083,True,1,0,0a3b578f27818f509a6cdc15b5cf824665f536f29f9fa6fb7a0f4c9c89141dc5
arvo:20112,True,77,0,094b06d5d5ce46143f3da4da7c62932d38ed94843d9985aac88228e099365a2d
arvo:20131,True,1,0,77983b86cccc200967fb8b489ec1d3308110897eda4b672e94d327c4d599be3c
arvo:20147,True,1,0,6c8827308d12c6674c2f9f94c110c09b1bd4137b72fbe79aebb7a439f77cd07a
arvo:20176,True,1,0,863bc4c4a3d733acaaead6bbe131cb0ad6cfc01ce760fd4c7cd5b660e63b053d
arvo:20193,True,1,0,28df45a41205f5e0cb06dd86633d88f98660f98a3ad77e70fcbdefff7af0a4ae
arvo:20200,True,77,0,2d66debe926a13cff6f3c8c1416902684fcdec7b3ea98a2a9473b60d0a31236c
arvo:20321,True,1,0,8834f134f3208fba106c9986e0d6590ffec4c18b7fbd439a9d859f01ff595abb
arvo:20459,True,1,0,e9209f2780fedd4df338b04cb0e6a224e9126633a36efc62b16b5b690d224cd7
arvo:20476,True,77,0,f0bb5f921eaf3bcc1690e47cb0e4797b28dee33099397ac2b9fdd8f350547f86
arvo:20494,True,1,0,4bdd10d7d69a39f0fafd8952e27a54fc38ad5bd0f0ebbb5bcded63cbd6d6fd5d
arvo:20578,True,77,0,83a27c6ace4f1e285f6f159a07a882406e10c075aa4d60d6f7fd35c3cc6502f2
arvo:20652,True,1,0,0a7b6a054f4637f0b3077c3427e3a0491812cda612eadf6a94ccfa11398564b6
arvo:20655,True,1,0,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119
arvo:20694,True,1,0,63baecee1870bb1f016b2bc9d3c77500d2348a5437a5783f4d826a626c2f8d40
arvo:20716,True,1,0,79f9429790868cabb53c9f645fa6ddeec5597f51e035a2028c3e52742f6123fe
arvo:20775,True,1,0,b2e8ae68b2b45624afd35af1b212d864d3ee6d99aae76f3978247fb8855b09db
arvo:20800,True,1,0,2eb4931efa56767276ea4218e0d97a404db7a973affd78326d684eff3283dcaf
arvo:20823,True,1,0,503679656dc658501304c0cbe09f8df8880bc0ab4c6ae1ac14416834581efef1
arvo:20830,True,1,0,fe4ad9091df532bbc6896d9a5e34949ac2594d03c8693c40b6ee141a2e904a56
arvo:20840,True,1,0,cbdffc4350ee39d87faf268c9b5ead4f9d2a29982e5a040433e1afb48c27df04
arvo:20848,True,71,0,b3c51cd139f361946579effe1b571e2b584f0f6b23ff2818ea640d8f5934ceac
arvo:20905,True,1,0,8a8de823d5ed3e12746a62ef169bcf372be0ca44f0a1236abc35df05d96928e1
arvo:20906,True,1,0,707f44b1650a26b03bb1440e4d1d656c16a3d41eeb10236422ede3aea4438f46
arvo:20944,True,1,0,7955ad33c169a2a8bce6f183a3bdf7832a13c77387c42a43454d7d0ebedd903d
arvo:21000,True,1,0,804fc9804b21bde9e96ca93f264e42a8d07c20ba4ad534444b0003cde2aca7f5
arvo:21011,True,1,0,5a947557fd1008d0d65044263369fded3a6c358f3901de953546af4ed68e61d8
arvo:21026,True,1,0,ca151b0ccf205ce024b6d4d3c2ea92bbbd19cc4c81cac8ad652ee0aadce75a3f
arvo:21070,True,1,0,a830601efbe36e01d46538254e47ae8212ba89c80cdff07864f775b80941333c
arvo:21092,True,1,0,f704ef84b0d9f2db8480435060a196de85553a09e24460682cd3f70ef598604e
arvo:21165,True,1,0,1d2c767104becae3a9d4a7c7428abff40543c787a6eafee7146f8464d2ba7c47
arvo:21299,True,77,0,f90b0947625fdcd3140ebf802678b38e6bfeb27b6af4b02a15479a702844c507
arvo:21300,True,77,0,33ea6785212c0e27f14d9eefac97fe20a2675ddb3f1886eed7ecaf65cbc9ba34
arvo:21301,True,77,0,6304a9cea4740ae1c2cfdc1574dd777bb59ec60393e53c8eee3f2bb3b762a7d8
arvo:21302,True,77,0,5a0ec31daa84fa27666da56af259b9351086bba0b9ab4aa6007e3e6fb1866b47
arvo:21309,True,77,0,d67b1626ae64aa7933f9fea9bb95b78df33990851c6060adfbd06123e26ad8b6
arvo:21316,True,77,0,df7e1dd44646047bb1871ca28f76c1d5b29c9b0185e4b3f4d3b81d3fe4ab8948
arvo:21321,True,77,0,ef94d0a34d33230d838c172c38bd7a3991b8c41e2fc84c23710f1fbe5bbfb1ec
arvo:21324,True,77,0,d5f9334001559e33a47979667e6e15da41f246138352f8fe01afbe2dd5510a6d
arvo:21325,True,77,0,11adcab6dbbab4f5d8d41b998d3a41db151539b03e05ae42f16351ac3ca385b3
arvo:21327,True,77,0,81c6002d4e49b98b7d929830ffc35f700a504ed75c3dd745e1a539613c51f109
arvo:21339,True,77,0,081a717f3f2d1dd87316209e02eaedb1d22c98aa9d46a5f6cc2a19f779345265
arvo:21342,True,1,0,38b9962c2c199bb43ba36f8434c3b9dc0c1daa83aaa718a2b634d8b4b8b62b27
arvo:21359,True,77,0,a4f56d1c625ceebf92aa39a570f19ccafd3b2a5c5e5dfdc8ca6cb392db030f39
arvo:21414,True,77,0,2e02821fcdb991e2a059d3791d48dad1faf1a466b1aa47ac98b134cf0f425f3e
arvo:21434,True,77,0,3523c9e4c6b7a35bb5ba05e330321626780e69d5e1aa2e0f52a8d9a6b71fa423
arvo:21435,True,1,0,926fa2cec9e3dfa77c7ebc3181a0800ec9fb9ded54e756840fb4ccf2c5ded6aa
